Segment 0,Segment 1,Segment 2,Segment 3,Segment 4,Segment 5,Segment 6,Segment 7,Segment 8,Segment 9,Segment 10,Segment 11,Segment 12,Segment 13,Segment 14,Segment 15,Segment 16,Segment 17,Segment 18,Segment 19,Segment 20,Segment 21,Segment 22,Segment 23,Segment 24,Segment 25,Segment 26,Segment 27,Segment 28,Segment 29,Segment 30,Segment 31,Segment 32,Segment 33,Segment 34,Segment 35,Segment 36,Segment 37,Segment 38,Segment 39,Segment 40,Segment 41,Segment 42,Segment 43,Segment 44,Segment 45,Segment 46,Segment 47,Segment 48,Segment 49,Segment 50,Segment 51,Segment 52,Segment 53,Segment 54,Segment 55,Segment 56,Segment 57,Segment 58
1622,3180,2553,1028,1766,2714,2232,1461,1863,2104,2072,2730,2072,2039,2377,2762,1188,2088,1156,1237,2280,1365,1510,2007,2666,2232,1124,1413,1124,1076,1959,2425,996,1076,1012,1718,3597,1526,1815,2473,2810,1670,1863,2023,3404,1493,2778,1863,1044,1188,1734,2553,2184,1188,1076,1766,1044,1558,2377
1622,3260,2602,1012,1750,2794,2168,1445,1847,2056,2039,2730,2056,2007,2377,2730,1172,2056,1156,1253,2329,1461,1493,1991,2634,2200,1140,1381,1108,1060,1943,2393,996,1076,1012,1750,3629,1606,1734,2425,2810,1670,1863,1991,3421,1510,2762,1863,1044,1188,1831,2537,2152,1204,1060,1750,1044,1542,2345
1606,3340,2666,996,1718,2842,2104,1429,1815,2023,2007,2714,2023,1975,2377,2714,1172,2023,1140,1269,2393,1558,1477,1959,2602,2152,1140,1365,1108,1060,1927,2361,996,1076,1012,1799,3629,1750,1654,2377,2826,1686,1863,1959,3437,1542,2730,1847,1028,1172,1911,2521,2104,1253,1060,1718,1028,1526,2312
1606,3437,2714,980,1702,2891,2039,1429,1799,1991,1975,2698,1991,1927,2361,2666,1156,1991,1124,1301,2425,1638,1461,1943,2569,2120,1172,1349,1092,1060,1911,2329,980,1076,1012,1863,3597,1815,1558,2329,2826,1702,1879,1927,3437,1590,2698,1847,1028,1156,1991,2489,2072,1301,1060,1702,1028,1510,2280
1606,3517,2762,980,1670,2939,1975,1413,1766,1959,1943,2666,1959,1895,2345,2634,1156,1959,1124,1333,2473,1734,1445,1927,2521,2088,1204,1317,1076,1060,1911,2296,996,1076,1012,1927,3549,1847,1477,2296,2826,1718,1863,1895,3437,1638,2666,1831,1012,1156,2072,2457,2039,1365,1044,1686,1028,1493,2248
1590,3597,2794,964,1654,2955,1911,1413,1750,1911,1911,2650,1943,1863,2312,2585,1140,1927,1124,1365,2489,1831,1429,1895,2489,2056,1269,1301,1076,1060,1895,2264,996,1076,1012,1991,3501,1863,1397,2264,2810,1734,1863,1863,3437,1702,2634,1831,996,1140,2136,2409,2007,1445,1044,1670,1028,1477,2200
1590,3661,2826,947,1638,2971,1879,1397,1734,1879,1879,2602,1911,1847,2280,2553,1140,1895,1108,1397,2505,1927,1429,1879,2457,2023,1349,1269,1076,1060,1879,2216,996,1076,996,2056,3437,1847,1317,2232,2810,1766,1863,1815,3437,1783,2602,1815,980,1140,2184,2361,1975,1542,1044,1638,1044,1477,2168
1574,3710,2842,947,1606,2971,1831,1397,1702,1847,1847,2473,1879,1815,2248,2505,1124,1863,1108,1429,2521,2023,1413,1863,2425,1991,1445,1253,1060,1060,1863,2200,996,1076,996,2136,3356,1831,1237,2184,2810,1783,1847,1783,3437,1847,2569,1815,964,1140,2232,2312,1927,1638,1044,1622,1060,1461,2120
1574,3742,2842,947,1590,2955,1799,1381,1686,1815,1831,2280,1863,1783,2216,2457,1124,1831,1092,1461,2521,2120,1397,1847,2409,1959,1558,1237,1060,1060,1847,2168,996,1060,996,2216,3292,1815,1156,2152,2810,1815,1847,1734,3421,1911,2537,1815,947,1124,2280,2248,1895,1734,1044,1606,1092,1445,2088
1558,3758,2842,931,1558,2923,1750,1365,1670,1783,1799,2184,1831,1750,2184,2425,1108,1815,1092,1510,2505,2216,1381,1847,2377,1927,1670,1220,1060,1060,1831,2136,996,1060,996,2280,3212,1799,1076,2120,2794,1847,1831,1702,3421,1975,2441,1815,931,1124,2312,2200,1863,1815,1028,1574,1140,1445,2056
1558,3758,2826,915,1542,2891,1718,1349,1638,1766,1766,2104,1799,1734,2152,2377,1108,1783,1092,1542,2489,2312,1365,1831,2345,1911,1815,1188,1060,1044,1831,2104,996,1060,996,2361,3148,1783,996,2072,2794,1895,1815,1670,3404,2023,2312,1815,915,1124,2345,2152,1831,1895,1028,1558,1220,1429,2039
1542,3742,2810,915,1526,2842,1686,1349,1622,1734,1750,2056,1783,1702,2120,2345,1108,1750,1076,1574,2457,2393,1349,1815,2312,1879,1943,1172,1044,1044,1815,2072,996,1060,996,2457,3083,1750,947,2039,2794,1927,1815,1622,3388,2072,2248,1815,899,1124,2361,2104,1815,1991,1028,1542,1333,1413,2007
1542,3726,2778,899,1510,2794,1654,1333,1606,1718,1718,2023,1750,1670,2088,2296,1108,1734,1076,1622,2425,2473,1333,1799,2296,1847,2088,1172,1044,1044,1799,2039,996,1060,980,2553,3019,1734,883,2007,2778,1959,1783,1590,3388,2104,2216,1815,883,1124,2361,2072,1783,2072,1028,1526,1445,1413,1991
1542,3677,2746,899,1510,2746,1622,1317,1590,1686,1686,1991,1734,1638,2056,2264,1092,1702,1060,1654,2393,2553,1333,1783,2264,1815,2200,1156,1028,1044,1783,2007,996,1060,980,2650,2971,1702,835,1975,2778,1991,1766,1558,3372,2136,2184,1815,867,1124,2361,2023,1766,2152,1044,1493,1606,1397,1991
1526,3629,2714,883,1493,2698,1590,1317,1574,1654,1670,1959,1718,1606,2039,2232,1092,1686,1060,1686,2361,2634,1317,1783,2232,1799,2296,1140,1028,1044,1766,1975,996,1060,980,2746,2923,1686,771,1943,2778,2023,1750,1510,3356,2152,2168,1815,851,1124,2329,1991,1734,2232,1044,1477,1750,1397,1975
1526,3581,2666,883,1493,2634,1558,1301,1558,1638,1638,1927,1702,1590,2007,2184,1092,1654,1060,1718,2441,2698,1301,1766,2216,1766,2409,1124,1012,1044,1766,1943,996,1060,980,2842,2875,1670,707,1911,2762,2056,1734,1477,3340,2168,2152,1815,835,1124,2312,1959,1702,2312,1044,1461,1911,1381,1975
1526,3517,2634,883,1493,2585,1526,1301,1542,1606,1606,1895,1670,1558,1975,2152,1092,1638,1060,1734,2569,2746,1285,1750,2184,1750,2521,1108,1012,1044,1750,1927,996,1060,980,2923,2842,1654,658,1895,2762,2104,1702,1445,3340,2184,2152,1815,819,1124,2280,1911,1686,2377,1060,1413,2088,1365,1975
1510,3469,2602,867,1493,2537,1510,1301,1510,1590,1574,1879,1654,1526,1943,2120,1092,1606,1060,1766,2618,2794,1269,1750,2152,1734,2634,1108,996,1044,1734,1895,996,1060,996,3003,2794,1638,610,1879,2762,2136,1686,1413,3324,2216,2136,1815,803,1124,2248,1879,1654,2441,1076,1349,2248,1365,1959
1510,3404,2569,867,1493,2489,1477,1285,1493,1558,1558,1863,1622,1510,1927,2088,1108,1590,1060,1766,2618,2826,1253,1734,2136,1702,2746,1092,996,1044,1734,1863,996,1060,1012,3083,2746,1622,562,1863,2746,2168,1670,1381,3308,2232,2136,1815,803,1108,2216,1847,1622,2505,1108,1301,2393,1349,1959
1510,3356,2537,867,1493,2457,1461,1285,1477,1542,1542,1831,1606,1477,1895,2039,1156,1574,1044,1766,2585,2858,1237,1718,2104,1686,2842,1076,980,1044,1718,1831,996,1060,1044,3148,2698,1606,514,1847,2746,2184,1654,1349,3292,2248,2120,1815,787,1108,2184,1815,1606,2553,1140,1269,2553,1349,1959
1510,3292,2505,867,1493,2409,1445,1285,1461,1510,1526,1815,1590,1461,1879,2007,1204,1558,1044,1750,2553,2891,1220,1718,2088,1654,2939,1076,980,1044,1702,1815,996,1060,1092,3196,2650,1590,482,1831,2730,2216,1638,1317,3292,2264,2104,1815,771,1108,2168,1766,1574,2602,1188,1253,2666,1333,1943
1493,3244,2473,883,1493,2361,1429,1285,1445,1493,1493,1783,1574,1445,1847,1975,1237,1542,1044,1734,2521,2891,1204,1702,2056,1638,3035,1076,980,1044,1702,1783,996,1060,1156,3228,2602,1590,466,1815,2730,2248,1638,1285,3276,2280,2104,1815,771,1092,2152,1734,1542,2618,1253,1220,2762,1333,1943
1493,3196,2441,915,1477,2329,1413,1301,1429,1477,1477,1766,1542,1429,1815,1943,1301,1526,1028,1718,2489,2907,1204,1702,2039,1622,3099,1092,980,1044,1686,1766,996,1060,1237,3276,2553,1574,434,1799,2714,2280,1622,1253,3260,2296,2088,1831,771,1092,2136,1702,1526,2634,1333,1204,2875,1317,1943
1493,3148,2425,947,1477,2280,1397,1333,1413,1461,1461,1750,1526,1397,1799,1911,1365,1510,1028,1686,2441,2891,1188,1686,2007,1590,3164,1108,980,1028,1686,1734,996,1076,1333,3324,2505,1574,418,1766,2698,2312,1606,1220,3260,2312,2088,1831,803,1092,2120,1670,1493,2650,1413,1188,2987,1317,1927
1493,3083,2393,1012,1461,2248,1381,1381,1397,1445,1429,1734,1510,1381,1766,1879,1429,1510,1028,1670,2409,2875,1172,1686,1991,1574,3228,1124,964,1012,1670,1718,996,1076,1413,3372,2457,1558,418,1750,2682,2345,1590,1204,3244,2312,2072,1847,819,1092,2120,1638,1477,2650,1510,1172,3099,1301,1911
1477,3035,2361,1092,1445,2200,1365,1445,1381,1413,1413,1702,1493,1365,1750,1847,1510,1510,1028,1638,2377,2842,1172,1670,1959,1542,3260,1172,964,1012,1654,1686,980,1076,1526,3437,2425,1558,401,1718,2666,2361,1574,1172,3228,2312,2056,1879,867,1076,2120,1606,1461,2650,1606,1156,3212,1301,1895
1477,3003,2329,1188,1429,2168,1349,1526,1365,1397,1397,1686,1477,1349,1718,1831,1606,1526,1012,1622,2345,2810,1156,1670,1943,1526,3292,1220,964,1012,1654,1670,980,1076,1638,3485,2393,1558,385,1686,2650,2377,1542,1156,3228,2329,2056,1895,931,1076,2104,1574,1445,2618,1718,1140,3308,1301,1879
1477,2955,2296,1301,1413,2136,1333,1622,1349,1381,1381,1670,1461,1333,1702,1799,1702,1542,1012,1606,2296,2778,1156,1654,1927,1510,3292,1285,947,1012,1638,1638,980,1076,1766,3549,2361,1558,369,1654,2634,2409,1526,1140,3212,2329,2039,1911,1012,1060,2104,1558,1429,2602,1815,1124,3388,1285,1863
1461,2891,2264,1429,1397,2088,1317,1734,1349,1365,1349,1654,1445,1317,1686,1783,1799,1558,1012,1574,2264,2746,1156,1638,1895,1493,3292,1349,947,1012,1622,1622,964,1092,1879,3613,2329,1558,369,1622,2618,2425,1510,1140,3196,2312,2039,1943,1108,1060,2088,1542,1397,2553,1927,1124,3469,1285,1847
1461,2842,2248,1542,1381,2056,1301,1831,1333,1349,1333,1638,1429,1285,1670,1750,1895,1590,1012,1558,2232,2698,1156,1638,1879,1477,3276,1429,947,1012,1606,1606,964,1092,2007,3677,2296,1558,353,1606,2602,2441,1493,1140,3180,2312,2023,1975,1204,1044,2072,1542,1381,2521,2039,1108,3549,1269,1815
1461,2794,2216,1654,1365,2023,1301,1927,1317,1333,1317,1622,1413,1269,1654,1734,1975,1622,1012,1558,2184,2666,1140,1622,1863,1461,3244,1510,931,1012,1590,1574,964,1092,2120,3742,2264,1558,578,1574,2585,2457,1461,1140,3164,2312,2023,2007,1301,1028,2039,1526,1365,2457,2136,1092,3613,1269,1799
1461,2746,2184,1750,1349,1991,1285,2056,1301,1333,1301,1606,1397,1269,1622,1702,2072,1638,1012,1542,2152,2618,1140,1606,1847,1445,3212,1590,931,1012,1590,1558,964,1092,2232,3822,2248,1558,931,1558,2569,2457,1445,1156,3164,2296,2007,2039,1397,1028,2023,1526,1349,2409,2216,1092,3645,1269,1783
1461,2698,2152,1847,1333,1959,1285,2168,1285,1333,1285,1590,1381,1253,1606,1670,2152,1670,1012,1558,2120,2585,1124,1590,1831,1429,3164,1670,931,1012,1574,1542,964,1092,2345,3886,2216,1542,1108,1526,2553,2457,1429,1156,3148,2296,2007,2056,1510,1012,2007,1526,1333,2361,2296,1076,3677,1269,1750
1461,2650,2136,1927,1317,1943,1269,2280,1269,1349,1269,1574,1381,1237,1590,1654,2232,1702,1012,1558,2088,2553,1124,1574,1815,1413,3115,1750,931,1012,1558,1526,964,1092,2457,3934,2184,1542,1204,1510,2537,2457,1429,1156,3131,2280,1991,2088,1606,1012,1975,1526,1317,2296,2377,1060,3677,1253,1718
1445,2618,2104,2023,1301,1911,1269,2393,1269,1381,1269,1558,1365,1220,1574,1622,2312,1718,996,1590,2056,2505,1124,1574,1799,1397,3067,1831,931,1012,1542,1510,964,1092,2553,3967,2152,1526,1269,1477,2521,2457,1413,1172,3115,2280,1991,2072,1702,1012,1943,1542,1317,2248,2457,1060,3677,1253,1702
1445,2569,2088,2104,1301,1895,1253,2521,1253,1429,1253,1542,1349,1204,1558,1606,2377,1734,996,1622,2007,2473,1108,1558,1783,1381,3019,1911,931,1012,1526,1493,964,1108,2634,4015,2136,1510,1317,1445,2505,2457,1397,1172,3099,2280,1991,2039,1799,1012,1911,1542,1301,2216,2537,1060,3661,1253,1670
1445,2521,2056,2200,1285,1863,1253,2618,1237,1493,1237,1526,1381,1188,1542,1574,2441,1750,996,1686,1991,2441,1108,1558,1783,1365,2971,1959,931,1012,1510,1477,947,1108,2714,4063,2104,1493,1333,1429,2489,2457,1381,1156,3083,2280,1975,2039,1863,1012,1895,1542,1285,2168,2602,1044,3629,1237,1638
1445,2489,2039,2280,1269,1847,1237,2730,1237,1558,1220,1510,1429,1188,1510,1558,2473,1750,996,1750,1959,2409,1108,1542,1766,1349,2907,2007,931,1012,1493,1445,947,1124,2778,4079,2072,1477,1365,1397,2473,2441,1365,1156,3067,2264,1975,2039,1943,1012,1863,1542,1269,2120,2666,1044,3581,1237,1606
1445,2441,2007,2361,1269,1815,1237,2826,1220,1638,1204,1493,1445,1172,1493,1526,2521,1750,996,1831,1927,2377,1108,1542,1750,1333,2858,2056,931,1012,1477,1429,947,1172,2858,4095,2039,1461,1397,1381,2441,2441,1349,1140,3051,2264,1975,2056,2007,1012,1847,1542,1269,2088,2714,1044,3533,1220,1590
1461,2409,1991,2441,1253,1799,1220,2923,1220,1734,1188,1477,1445,1156,1477,1510,2569,1734,980,1911,1895,2345,1108,1526,1734,1317,2810,2104,915,1012,1445,1413,964,1204,2923,4095,2007,1445,1413,1349,2425,2425,1333,1124,3035,2264,1959,2056,2072,1012,1831,1542,1253,2039,2746,1044,3469,1220,1558
1477,2377,1959,2521,1253,1766,1204,3003,1204,1831,1188,1461,1445,1140,1461,1493,2602,1718,980,1991,1863,2329,1108,1526,1718,1317,2762,2152,915,1012,1429,1397,980,1253,2971,4095,1975,1429,1429,1333,2425,2425,1317,1108,3019,2248,1959,2039,2136,1012,1815,1542,1237,2007,2778,1060,3388,1204,1526
1510,2345,1943,2585,1237,1750,1204,3083,1204,1927,1172,1445,1445,1140,1445,1477,2618,1702,980,2072,1831,2329,1092,1510,1702,1301,2698,2184,915,996,1413,1397,996,1333,3019,4095,1943,1413,1445,1317,2409,2425,1301,1092,3003,2232,1959,2039,2200,1012,1815,1542,1220,1959,2794,1060,3324,1204,1510
1542,2296,1911,2650,1220,1718,1188,3131,1188,2023,1156,1429,1429,1124,1429,1461,2634,1670,980,2168,1799,2312,1092,1510,1686,1285,2650,2216,915,1012,1397,1381,1028,1413,3067,4095,1895,1397,1461,1301,2393,2409,1285,1076,2987,2216,1943,2023,2248,996,1799,1526,1204,1927,2794,1076,3131,1188,1493
1590,2264,1895,2698,1220,1702,1188,3196,1172,2120,1156,1413,1429,1124,1429,1429,2634,1638,980,2264,1750,2280,1076,1493,1670,1285,2602,2216,915,1012,1381,1365,1092,1510,3083,4095,1863,1381,1461,1285,2377,2409,1269,1076,2955,2200,1943,1991,2280,996,1799,1526,1204,1895,2778,1092,2875,1188,1461
1654,2232,1863,2730,1204,1670,1188,3244,1172,2216,1140,1413,1413,1108,1413,1413,2634,1606,980,2377,1718,2248,1076,1493,1654,1269,2553,2216,899,1012,1365,1349,1156,1622,3083,4095,1831,1381,1461,1269,2361,2393,1253,1076,2939,2184,1943,1959,2312,996,1799,1526,1188,1863,2762,1092,2714,1188,1445
1718,2184,1847,2746,1204,1654,1188,3292,1156,2312,1140,1397,1413,1108,1397,1397,2618,1574,980,2473,1686,2216,1076,1493,1654,1253,2489,2216,899,1012,1349,1333,1253,1750,3083,4095,1799,1381,1461,1253,2345,2393,1269,1060,2923,2168,1927,1911,2345,996,1783,1510,1172,1831,2730,1108,2618,1172,1413
1799,2152,1831,2762,1188,1622,1172,3324,1156,2393,1140,1381,1397,1108,1381,1381,2585,1558,964,2553,1638,2168,1060,1477,1638,1237,2441,2200,915,1012,1333,1333,1365,1879,3067,4095,1766,1397,1461,1237,2329,2393,1285,1060,2907,2136,1927,1863,2361,996,1783,1510,1172,1799,2682,1108,2553,1172,1397
1863,2104,1799,2762,1172,1606,1172,3356,1140,2473,1124,1365,1397,1124,1365,1365,2553,1526,964,2634,1606,2136,1060,1477,1638,1237,2393,2168,915,1012,1333,1317,1493,2007,3051,4095,1718,1413,1461,1220,2312,2377,1333,1076,2891,2104,1927,1799,2377,996,1766,1493,1156,1783,2650,1108,2489,1172,1381
1943,2072,1783,2762,1172,1590,1172,3356,1140,2521,1124,1349,1381,1140,1349,1349,2521,1493,964,2698,1574,2104,1060,1477,1654,1220,2345,2136,931,996,1333,1301,1622,2120,3003,4095,1686,1461,1477,1204,2296,2377,1397,1092,2875,2072,1911,1750,2377,996,1750,1477,1156,1750,2585,1124,2441,1156,1365
2007,2039,1766,2746,1172,1574,1156,3356,1124,2585,1108,1333,1381,1156,1349,1333,2473,1461,964,2762,1542,2088,1060,1477,1670,1204,2296,2104,964,996,1349,1285,1783,2248,2971,4095,1654,1526,1477,1204,2280,2361,1477,1108,2858,2056,1911,1670,2361,996,1734,1461,1156,1718,2537,1124,2409,1156,1349
2072,2007,1750,2730,1156,1574,1156,3340,1124,2650,1108,1317,1365,1204,1333,1317,2441,1445,964,2810,1526,2056,1060,1461,1686,1204,2248,2072,996,996,1349,1269,1927,2361,2923,4095,1622,1590,1493,1188,2280,2361,1574,1156,2858,2023,1911,1606,2345,996,1718,1445,1140,1702,2489,1124,2361,1156,1317
2152,1975,1718,2698,1156,1574,1156,3324,1124,2698,1092,1301,1365,1253,1317,1301,2393,1429,964,2842,1493,2023,1060,1461,1734,1188,2216,2023,1044,996,1365,1253,2072,2473,2875,4095,1590,1670,1493,1172,2264,2361,1686,1220,2842,2007,1911,1558,2329,996,1702,1445,1140,1670,2441,1124,2312,1140,1317
2216,1943,1702,2650,1156,1574,1156,3292,1108,2730,1092,1285,1365,1317,1317,1285,2345,1397,964,2858,1461,1991,1060,1461,1783,1188,2184,1991,1124,996,1381,1220,2216,2569,2826,4079,1558,1750,1493,1156,2248,2345,1815,1301,2842,1975,1911,1493,2312,1012,1686,1429,1140,1654,2393,1140,2280,1140,1301
2264,1911,1686,2618,1140,1574,1140,3244,1108,2762,1076,1269,1349,1397,1301,1269,2312,1381,964,2875,1429,1975,1044,1461,1847,1172,2136,1959,1204,996,1397,1204,2377,2650,2762,4047,1526,1831,1493,1140,2248,2345,1943,1397,2826,1959,1911,1445,2280,1012,1654,1429,1124,1622,2361,1140,2248,1140,1285
2312,1879,1670,2569,1156,1590,1140,3212,1108,2778,1076,1253,1349,1477,1301,1269,2264,1365,964,2875,1413,1943,1044,1477,1911,1172,2104,1911,1301,1012,1445,1188,2489,2746,2714,3999,1510,1927,1477,1140,2232,2345,2072,1493,2826,1927,1895,1381,2248,1012,1638,1413,1124,1606,2312,1156,2200,1124,1285
2361,1847,1638,2537,1172,1622,1140,3164,1092,2778,1076,1253,1349,1574,1301,1253,2232,1349,964,2875,1381,1911,1044,1477,1975,1156,2056,1879,1397,1012,1493,1156,2602,2826,2666,3934,1477,2007,1461,1124,2232,2329,2200,1606,2810,1911,1895,1333,2216,1012,1606,1397,1124,1590,2280,1172,2168,1124,1269
2409,1831,1622,2505,1172,1638,1140,3131,1092,2762,1060,1237,1333,1654,1301,1237,2200,1333,964,2858,1349,1895,1044,1477,2056,1156,2023,1847,1510,1012,1558,1140,2714,2923,2618,3870,1461,2104,1445,1124,2216,2329,2345,1702,2810,1895,1895,1285,2168,1028,1590,1397,1124,1574,2248,1204,2136,1124,1253
2473,1799,1606,2457,1172,1670,1140,3083,1076,2730,1060,1220,1333,1734,1317,1220,2152,1317,964,2826,1333,1863,1044,1477,2120,1156,1991,1815,1622,1012,1638,1124,2842,3003,2569,3790,1429,2184,1413,1108,2216,2329,2457,1815,2794,1863,1895,1253,2136,1028,1574,1381,1108,1542,2216,1253,2104,1124,1237
2521,1766,1590,2425,1172,1702,1140,3051,1076,2682,1060,1204,1333,1831,1333,1204,2120,1301,980,2778,1301,1831,1044,1477,2184,1140,1959,1783,1718,1012,1734,1124,2955,3083,2521,3710,1397,2264,1381,1108,2200,2329,2553,1927,2778,1847,1879,1204,2104,1028,1542,1365,1108,1526,2184,1317,2072,1108,1237
2553,1750,1574,2393,1172,1718,1140,3019,1076,2634,1060,1204,1333,1927,1365,1204,2088,1301,980,2730,1269,1815,1028,1477,2248,1140,1911,1750,1815,1012,1831,1108,3083,3148,2473,3613,1381,2345,1365,1108,2184,2312,2682,2039,2762,1831,1879,1172,2072,1044,1526,1349,1108,1510,2152,1413,2039,1108,1220
2602,1718,1558,2361,1172,1734,1140,2971,1076,2585,1060,1188,1317,2007,1397,1188,2056,1285,980,2666,1253,1783,1028,1493,2312,1140,1879,1718,1911,1012,1927,1092,3196,3212,2425,3501,1349,2425,1333,1124,2184,2312,2794,2152,2762,1799,1879,1124,2056,1044,1493,1349,1108,1493,2120,1510,2023,1108,1204
2634,1686,1558,2329,1172,1750,1140,2939,1060,2553,1044,1172,1317,2104,1445,1172,2023,1269,964,2602,1237,1750,1028,1493,2377,1124,1847,1702,2007,1012,2007,1076,3292,3260,2393,3388,1317,2489,1317,1140,2168,2312,2923,2264,2746,1783,1879,1092,2023,1044,1477,1333,1108,1461,2104,1622,1991,1108,1204
2650,1670,1542,2296,1156,1766,1140,2907,1060,2505,1044,1172,1317,2120,1493,1172,1991,1253,964,2521,1220,1718,1028,1493,2441,1140,1831,1670,2104,1012,2104,1076,3388,3308,2345,3244,1285,2553,1301,1188,2168,2296,3035,2361,2730,1750,1879,1044,2007,1044,1461,1333,1108,1445,2072,1750,1959,1092,1204
2682,1654,1526,2248,1156,1766,1140,2875,1060,2457,1028,1172,1317,2088,1542,1156,1959,1237,980,2457,1204,1702,1028,1493,2489,1140,1799,1654,2200,1012,2200,1060,3469,3340,2296,3099,1253,2618,1285,1237,2152,2296,3131,2457,2714,1734,1895,1012,1975,1028,1445,1317,1108,1429,2039,1879,1943,1092,1204
2682,1638,1510,2216,1156,1766,1140,2842,1060,2409,1028,1172,1317,2104,1606,1156,1927,1237,980,2393,1188,1670,1028,1510,2537,1172,1783,1622,2280,1012,2280,1044,3533,3340,2248,2955,1237,2666,1269,1317,2136,2280,3228,2553,2698,1718,1911,980,2104,1028,1429,1317,1108,1413,2007,2023,1927,1092,1204
2682,1606,1493,2184,1156,1750,1140,2794,1060,2361,1012,1188,1317,2120,1654,1156,1895,1220,996,2329,1172,1654,1044,1510,2585,1204,1750,1590,2377,1012,2377,1044,3597,3340,2200,2794,1204,2698,1269,1413,2136,2264,3308,2650,2682,1702,1927,964,2280,1044,1413,1317,1108,1397,1991,2136,1895,1092,1220
2682,1590,1477,2152,1156,1734,1140,2762,1060,2312,1012,1204,1333,2152,1702,1140,1863,1204,1012,2264,1140,1622,1044,1510,2618,1253,1734,1574,2457,1012,2473,1028,3629,3324,2168,2650,1188,2730,1269,1510,2136,2248,3356,2730,2666,1686,1943,947,2377,1044,1397,1301,1108,1365,1959,2232,1879,1092,1237
2666,1574,1461,2120,1140,1718,1140,2730,1060,2264,1012,1237,1349,2200,1750,1140,1815,1188,1044,2200,1124,1606,1044,1510,2650,1301,1702,1542,2521,1028,2553,1028,3661,3308,2120,2505,1172,2746,1285,1606,2120,2248,3388,2794,2650,1654,1959,915,2409,1076,1381,1301,1108,1349,1927,2345,1863,1092,1237
2650,1558,1445,2088,1140,1686,1140,2698,1044,2232,996,1269,1381,2216,1799,1140,1783,1188,1092,2136,1108,1590,1044,1510,2666,1349,1686,1526,2602,1044,2634,1012,3661,3292,2072,2377,1172,2762,1317,1702,2120,2232,3404,2842,2650,1638,1991,899,2425,1108,1365,1285,1108,1333,1911,2457,1831,1092,1253
2634,1526,1445,2056,1140,1654,1140,2666,1044,2184,996,1317,1429,2232,1847,1140,1766,1172,1156,2072,1092,1558,1044,1510,2666,1429,1654,1493,2650,1076,2714,1012,3645,3260,2039,2248,1172,2778,1349,1815,2120,2216,3388,2875,2634,1622,2023,883,2425,1172,1349,1285,1108,1317,1879,2553,1815,1092,1269
2618,1510,1429,2023,1124,1638,1140,2618,1044,2136,996,1381,1477,2248,1895,1156,1734,1172,1220,2007,1076,1542,1076,1510,2666,1510,1622,1477,2698,1124,2778,1012,3629,3212,1991,2152,1172,2762,1397,1911,2120,2200,3340,2907,2634,1606,2056,867,2425,1237,1333,1269,1108,1317,1847,2650,1799,1092,1269
2602,1493,1413,1991,1124,1622,1140,2585,1044,2104,996,1445,1558,2248,1927,1172,1702,1156,1317,1943,1060,1510,1140,1510,2650,1606,1606,1461,2730,1204,2842,1012,3597,3164,1959,2072,1156,2746,1445,2023,2120,2184,3276,2923,2618,1590,2072,851,2425,1317,1317,1269,1108,1301,1831,2746,1766,1092,1285
2569,1477,1413,1959,1124,1590,1156,2553,1028,2056,980,1510,1638,2248,1959,1204,1670,1140,1397,1879,1044,1493,1172,1510,2618,1686,1590,1429,2762,1301,2875,1012,3565,3115,1927,1975,1156,2730,1493,2120,2136,2168,3196,2907,2618,1574,2104,835,2409,1381,1301,1269,1108,1301,1799,2826,1750,1156,1285
2553,1445,1397,1927,1124,1574,1156,2505,1028,2023,964,1590,1734,2232,1991,1253,1654,1124,1510,1831,1028,1477,1188,1510,2585,1783,1558,1413,2778,1413,2907,1012,3517,3067,1895,1895,1156,2698,1526,2232,2152,2152,3099,2891,2618,1558,2120,819,2393,1477,1285,1253,1124,1285,1783,2891,1734,1253,1285
2521,1445,1397,1895,1124,1558,1188,2473,1028,1991,947,1654,1831,2200,2007,1317,1638,1108,1606,1766,1028,1461,1204,1510,2553,1879,1542,1397,2794,1542,2939,1012,3453,3019,1863,1815,1156,2650,1574,2329,2152,2136,3003,2858,2618,1542,2152,803,2377,1574,1269,1253,1124,1269,1766,2955,1718,1301,1269
2505,1429,1381,1879,1124,1542,1220,2441,1028,1959,931,1734,1911,2184,2007,1365,1622,1108,1702,1702,1012,1429,1204,1510,2505,1959,1510,1381,2794,1670,2955,1012,3404,2971,1831,1734,1140,2602,1606,2425,2168,2120,2891,2810,2618,1542,2168,787,2361,1686,1253,1253,1124,1269,1750,3019,1686,1349,1269
2489,1429,1365,1847,1124,1510,1269,2409,1028,1927,915,1799,1991,2152,2023,1429,1606,1092,1815,1654,996,1413,1220,1510,2473,2039,1493,1365,2778,1815,2971,1012,3340,2907,1799,1670,1140,2569,1654,2521,2184,2104,2778,2746,2618,1542,2184,771,2329,1783,1237,1253,1124,1253,1750,3051,1670,1397,1237
2457,1445,1365,1815,1124,1493,1333,2377,1028,1895,915,1863,2072,2120,2007,1510,1574,1076,1911,1622,980,1397,1220,1510,2425,2120,1477,1349,2762,1959,2971,1012,3292,2858,1766,1590,1124,2521,1686,2634,2200,2088,2682,2666,2634,1526,2200,755,2312,1879,1220,1253,1124,1237,1734,3083,1654,1461,1220
